,Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,batchNumber,VGS,fT_plt,fmax_plt,nf_min,gain
898,20,75.0,6,52,33,12549,-1.6,32.2194044,104.9037029,-1.3284897,-0.4868488
899,20,75.0,6,52,48,12550,-1.6,32.12144063,105.1158221,-1.3235813,-0.5620177
900,20,75.0,6,52,63,12551,-1.6,32.0460452,105.2622781,-1.3199366,-0.6335694000000001
901,20,75.0,6,52,78,12552,-1.6,31.98469071,105.3727418,-1.3170311,-0.7027709
902,20,75.0,8,22,33,12709,-1.6,32.21790646,105.275211,-1.3305032,-1.5971091
903,20,75.0,8,22,48,12710,-1.6,32.14656391,105.4664187,-1.3262770000000002,-1.6629302
904,20,75.0,8,22,63,12711,-1.6,32.09373741,105.5967554,-1.3231563999999998,-1.7300575
905,20,75.0,8,22,78,12712,-1.6,32.05238037,105.6938179,-1.3206767,-1.7979104
906,20,75.0,8,37,33,12713,-1.6,32.16001827,105.0548723,-1.3313593,-1.9217909
907,20,75.0,8,37,48,12714,-1.6,32.08452564,105.2588722,-1.3269327,-1.9937797
908,20,75.0,8,37,63,12715,-1.6,32.02884387,105.3992591,-1.3236703,-2.0649745
909,20,75.0,8,37,78,12716,-1.6,31.9851614,105.5046611,-1.321085,-2.1355611
910,20,75.0,8,52,33,12717,-1.6,32.10132013,104.9033676,-1.329961,-2.247056
911,20,75.0,8,52,48,12718,-1.6,32.02134949,105.11549,-1.3252326,-2.3256989
912,20,75.0,8,52,63,12719,-1.6,31.96212995,105.2619474,-1.3217551,-2.4012543
913,20,75.0,8,52,78,12720,-1.6,31.91586681,105.3724124,-1.3190073999999998,-2.4747523
914,20,87.5,2,22,33,12229,-1.6,30.99988133,102.8675895,-1.3533896,3.0227388
915,20,87.5,2,22,48,12230,-1.6,30.89690776,103.0953756,-1.3488444,3.0168124
916,20,87.5,2,22,63,12231,-1.6,30.81310039,103.2525366,-1.3454531,3.011251
917,20,87.5,2,22,78,12232,-1.6,30.7411004,103.3711376,-1.3427326000000002,3.0060905
918,20,87.5,2,37,33,12233,-1.6,30.94257287,102.6091108,-1.3535726,2.7438217000000003
919,20,87.5,2,37,48,12234,-1.6,30.83443344,102.84867690000002,-1.3485836000000002,2.7318288
920,20,87.5,2,37,63,12235,-1.6,30.746448200000003,103.015741,-1.344829,2.7214021
921,20,87.5,2,37,78,12236,-1.6,30.67118827,103.1418976,-1.341797,2.7121243
922,20,87.5,2,52,33,12237,-1.6,30.88439626,102.4340494,-1.3512786,2.4494416
923,20,87.5,2,52,48,12238,-1.6,30.77030724,102.6801504,-1.3456901,2.4305841
924,20,87.5,2,52,63,12239,-1.6,30.67755355,102.8526063,-1.34145,2.4146526
925,20,87.5,2,52,78,12240,-1.6,30.59840564,102.984055,-1.3380044,2.4007181
926,20,87.5,4,22,33,12397,-1.6,31.70206837,102.8690146,-1.3575896,1.2012431
927,20,87.5,4,22,48,12398,-1.6,31.613004,103.0968332,-1.3531142,1.1529476
928,20,87.5,4,22,63,12399,-1.6,31.54170541,103.2540251,-1.3497868,1.1044425
929,20,87.5,4,22,78,12400,-1.6,31.48170492,103.3726497,-1.347126,1.0558932
930,20,87.5,4,37,33,12401,-1.6,31.64631784,102.6105234,-1.3582874,0.9299929
931,20,87.5,4,37,48,12402,-1.6,31.55269729,102.8500917,-1.3534754,0.8738908999999999
932,20,87.5,4,37,63,12403,-1.6,31.47781967,103.0171511,-1.3498785,0.8193273000000001
933,20,87.5,4,37,78,12404,-1.6,31.41481855,103.1433118,-1.3469908000000002,0.7658315
934,20,87.5,4,52,33,12405,-1.6,31.59030962,102.4354944,-1.3566109,0.6540018
935,20,87.5,4,52,48,12406,-1.6,31.49130388,102.6815859,-1.3513293,0.5894035
936,20,87.5,4,52,63,12407,-1.6,31.41220808,102.8540366,-1.3473603,0.5283004
937,20,87.5,4,52,78,12408,-1.6,31.345801,102.9854821,-1.3441617,0.4695061
938,20,87.5,6,22,33,12565,-1.6,32.88409117,102.8689245,-1.3601533,-0.6252300000000001
939,20,87.5,6,22,48,12566,-1.6,32.81870818,103.0967488,-1.3558101,-0.6715043
940,20,87.5,6,22,63,12567,-1.6,32.76936219,103.2539429,-1.3525995000000002,-0.7196520000000001
941,20,87.5,6,22,78,12568,-1.6,32.72973717,103.3725682,-1.3500450000000002,-0.7689126000000001
942,20,87.5,6,37,33,12569,-1.6,32.83037531,102.6104261,-1.3616591999999998,-0.8965791
943,20,87.5,6,37,48,12570,-1.6,32.76133501,102.8499969,-1.3571476999999998,-0.9486973
944,20,87.5,6,37,63,12571,-1.6,32.70906795,103.0170587,-1.3538142,-1.0009884
945,20,87.5,6,37,78,12572,-1.6,32.66718609,103.1432207,-1.3511654,-1.0533161
946,20,87.5,6,52,33,12573,-1.6,32.77685149,102.4354015,-1.3609658000000002,-1.1690553
947,20,87.5,6,52,48,12574,-1.6,32.70332161,102.6814928,-1.3561895,-1.2275174999999998
948,20,87.5,6,52,63,12575,-1.6,32.64798441,102.8539438,-1.3526624,-1.2842752
949,20,87.5,6,52,78,12576,-1.6,32.60321898,102.9853896,-1.3498636999999998,-1.339885
950,20,87.5,8,22,33,12733,-1.6,32.72411811,102.8684795,-1.3614241000000002,-2.4551504
951,20,87.5,8,22,48,12734,-1.6,32.67563699,103.0963112,-1.3571268,-2.5033663
952,20,87.5,8,22,63,12735,-1.6,32.6416024,103.2535082,-1.3539598,-2.5542918
953,20,87.5,8,22,78,12736,-1.6,32.6163359,103.3721355,-1.3514471,-2.6068347000000003
954,20,87.5,8,37,33,12737,-1.6,32.67296489,102.6099753,-1.3630943000000002,-2.7423443
955,20,87.5,8,37,48,12738,-1.6,32.6212872,102.8495496,-1.3586904,-2.7954516
956,20,87.5,8,37,63,12739,-1.6,32.58538133,103.01661690000002,-1.3554577,-2.8495257
957,20,87.5,8,37,78,12740,-1.6,32.55830194,103.142781,-1.3529043,-2.904117
958,20,87.5,8,52,33,12741,-1.6,32.62288747,102.4349508,-1.3625985,-3.0288999
959,20,87.5,8,52,48,12742,-1.6,32.56799832,102.6810443,-1.3580052,-3.0873209
960,20,87.5,8,52,63,12743,-1.6,32.52919222,102.8534973,-1.3546484,-3.144798
961,20,87.5,8,52,78,12744,-1.6,32.500268,102.9849448,-1.3520104,-3.2015893
962,20,100.0,2,22,33,12253,-1.6,31.233229,100.3696822,-1.388331,2.8136587000000004
963,20,100.0,2,22,48,12254,-1.6,31.14695661,100.6347412,-1.3836713,2.8113012000000004
964,20,100.0,2,22,63,12255,-1.6,31.07634688,100.820651,-1.3801996,2.8086364
965,20,100.0,2,22,78,12256,-1.6,31.01584536,100.962452,-1.377418,2.8059508
966,20,100.0,2,37,33,12257,-1.6,31.18112388,100.0740403,-1.3891632,2.5320344
967,20,100.0,2,37,48,12258,-1.6,31.09034929,100.348311,-1.3841268999999998,2.5239836
968,20,100.0,2,37,63,12259,-1.6,31.01625704,100.5418121,-1.3803461,2.5167533
969,20,100.0,2,37,78,12260,-1.6,30.95278227,100.6901183,-1.3772988000000002,2.5102045
970,20,100.0,2,52,33,12261,-1.6,31.12948561,99.8749721,-1.387556,2.2383815
971,20,100.0,2,52,48,12262,-1.6,31.03353283,100.1552921,-1.3819992,2.22393
972,20,100.0,2,52,63,12263,-1.6,30.95530531,100.3531515,-1.3777964,2.2115668
973,20,100.0,2,52,78,12264,-1.6,30.88837305,100.5052292,-1.3743895000000002,2.2006755
974,20,100.0,4,22,33,12421,-1.6,32.03689237,100.3708236,-1.3930856000000005,0.6617887
975,20,100.0,4,22,48,12422,-1.6,31.96486827,100.6359363,-1.3884949,0.6204476
976,20,100.0,4,22,63,12423,-1.6,31.90732245,100.8218864,-1.3850869,0.5780451
977,20,100.0,4,22,78,12424,-1.6,31.858797,100.9637183,-1.3823649,0.5350864000000001
978,20,100.0,4,37,33,12425,-1.6,31.986518199999995,100.0751609,-1.3944479,0.4054987
979,20,100.0,4,37,48,12426,-1.6,31.91052584,100.3494403,-1.3895906,0.357426
980,20,100.0,4,37,63,12427,-1.6,31.84989101,100.5429505,-1.3859696,0.30984720000000004
981,20,100.0,4,37,78,12428,-1.6,31.79893851,100.6912653,-1.3830688,0.26269790000000004
982,20,100.0,4,52,33,12429,-1.6,31.93701036,99.8761331,-1.3934759,0.14642539999999998
983,20,100.0,4,52,48,12430,-1.6,31.85649448,100.1564405,-1.3882316,0.09098839999999997
984,20,100.0,4,52,63,12431,-1.6,31.79230338,100.3542984,-1.3843053,0.037782800000000005
985,20,100.0,4,52,78,12432,-1.6,31.73844185,100.5063762,-1.3811504,-0.0138944
986,20,100.0,6,22,33,12589,-1.6,33.40618741,100.37060490000002,-1.3959278,-1.3376618
987,20,100.0,6,22,48,12590,-1.6,33.35856769,100.6357247,-1.3914696000000002,-1.3717048
988,20,100.0,6,22,63,12591,-1.6,33.3233463,100.8216783,-1.3881787,-1.4086495
989,20,100.0,6,22,78,12592,-1.6,33.29613093,100.9635116,-1.3855636,-1.4473496
990,20,100.0,6,37,33,12593,-1.6,33.35804801,100.0749327,-1.3981124,-1.5807262
991,20,100.0,6,37,48,12594,-1.6,33.30718006,100.3492162,-1.3935582,-1.6194944
992,20,100.0,6,37,63,12595,-1.6,33.26967765,100.5427295,-1.390203,-1.6597308000000002
993,20,100.0,6,37,78,12596,-1.6,33.24065259,100.6910463,-1.3875434,-1.7008201
994,20,100.0,6,52,33,12597,-1.6,33.31083334,99.8759075,-1.3981411,-1.8235607
995,20,100.0,6,52,48,12598,-1.6,33.25668561,100.1562173,-1.393408,-1.8674683
996,20,100.0,6,52,63,12599,-1.6,33.21669398,100.3540766,-1.3899288,-1.911262
997,20,100.0,6,52,78,12600,-1.6,33.18594176,100.5061555,-1.3871787,-1.9549142
998,20,100.0,8,22,33,12757,-1.6,33.207874600000004,100.3700669,-1.397362,-3.2536068
999,20,100.0,8,22,48,12758,-1.6,33.17747722,100.6351919,-1.39295,-3.2867427000000005
1000,20,100.0,8,22,63,12759,-1.6,33.15819793,100.8211486,-1.3897032,-3.3237407
1001,20,100.0,8,22,78,12760,-1.6,33.14544389,100.9629841,-1.3871303,-3.3630966
1002,20,100.0,8,37,33,12761,-1.6,33.16228713,100.074388,-1.3997151,-3.5081057
1003,20,100.0,8,37,48,12762,-1.6,33.12965244,100.3486755,-1.3952703000000002,-3.5451439
1004,20,100.0,8,37,63,12763,-1.6,33.10866868,100.5421919,-1.3920176000000002,-3.584584200000001
1005,20,100.0,8,37,78,12764,-1.6,33.09473928,100.6905111,-1.3894552,-3.6254653
1006,20,100.0,8,52,33,12765,-1.6,33.11873185,99.8753593,-1.3999463,-3.7610286
1007,20,100.0,8,52,48,12766,-1.6,33.08348152,100.1556754,-1.3953998,-3.802299
1008,20,100.0,8,52,63,12767,-1.6,33.06084283,100.3535368,-1.3920944,-3.8443693
1009,20,100.0,8,52,78,12768,-1.6,33.04570659,100.5056176,-1.3895084999999998,-3.886875
1010,22,25.0,2,22,33,18157,-1.6,28.36482152,112.6254564,-1.2417286,1.5918743999999998
1011,22,25.0,2,22,48,18158,-1.6,27.99449531,112.6395853,-1.236284,1.5607075
1012,22,25.0,2,22,63,18159,-1.6,27.70015914,112.639392,-1.232151,1.5342415
1013,22,25.0,2,22,78,18160,-1.6,27.45310279,112.6329375,-1.2287905,1.5109456
1014,22,25.0,2,37,33,18161,-1.6,28.2252892,112.5913611,-1.2321129,1.4030436000000002
1015,22,25.0,2,37,48,18162,-1.6,27.84245945,112.6225854,-1.224959,1.3667154
1016,22,25.0,2,37,63,18163,-1.6,27.53860214,112.6351588,-1.2194459999999998,1.3361158000000002
1017,22,25.0,2,37,78,18164,-1.6,27.28387666,112.63892450000002,-1.2149124,1.3093263000000002
1018,22,25.0,2,52,33,18165,-1.6,28.06809049,112.5594554,-1.2181391,1.1752811
1019,22,25.0,2,52,48,18166,-1.6,27.67051742,112.601508,-1.2089039,1.1325959
1020,22,25.0,2,52,63,18167,-1.6,27.35551804,112.6221979,-1.2017221000000002,1.0969044
1021,22,25.0,2,52,78,18168,-1.6,27.09182437,112.6324789,-1.1957774,1.0658127
1022,22,25.0,4,22,33,18325,-1.6,28.58398816,112.6332558,-1.2435817,2.9563209
1023,22,25.0,4,22,48,18326,-1.6,28.22421886,112.6473147,-1.2382116,2.8588915
1024,22,25.0,4,22,63,18327,-1.6,27.93914491,112.647071,-1.2341451,2.7700823
1025,22,25.0,4,22,78,18328,-1.6,27.70051345,112.6405768,-1.2308456,2.6863719
1026,22,25.0,4,37,33,18329,-1.6,28.44582078,112.5992443,-1.2344197,2.6679759
1027,22,25.0,4,37,48,18330,-1.6,28.07379342,112.6303875,-1.2274357,2.5530277000000003
1028,22,25.0,4,37,63,18331,-1.6,27.77943577,112.6429025,-1.2220723999999998,2.449551
1029,22,25.0,4,37,78,18332,-1.6,27.53329963,112.6466228,-1.2176746,2.3530377
1030,22,25.0,4,52,33,18333,-1.6,28.29027916,112.5674052,-1.2209838,2.3487343
1031,22,25.0,4,52,48,18334,-1.6,27.90376717,112.6093735,-1.2120296999999998,2.2154051
1032,22,25.0,4,52,63,18335,-1.6,27.59851475,112.6300024,-1.2050937,2.0968891
1033,22,25.0,4,52,78,18336,-1.6,27.34364909,112.6402357,-1.1993711,1.9875042
1034,22,25.0,6,22,33,18493,-1.6,28.92232588,112.6354993,-1.2449853000000002,2.9134069
1035,22,25.0,6,22,48,18494,-1.6,28.5797063,112.649532,-1.2397499,2.7743328
1036,22,25.0,6,22,63,18495,-1.6,28.31007244,112.6492688,-1.2358018,2.6441428
1037,22,25.0,6,22,78,18496,-1.6,28.08555929,112.642759,-1.2326097,2.5189218
1038,22,25.0,6,37,33,18497,-1.6,28.78525202,112.6015153,-1.2365794,2.4997021
1039,22,25.0,6,37,48,18498,-1.6,28.43081127,112.6326315,-1.2298888,2.339069
1040,22,25.0,6,37,63,18499,-1.6,28.15211025,112.6451269,-1.2247818,2.1916514
1041,22,25.0,6,37,78,18500,-1.6,27.9203309,112.6488318,-1.2206157,2.0521201
1042,22,25.0,6,52,33,18501,-1.6,28.63110603,112.5696968,-1.2240447,2.0566422
1043,22,25.0,6,52,48,18502,-1.6,28.262626300000004,112.6116374,-1.2155688999999998,1.8747842
1044,22,25.0,6,52,63,18503,-1.6,27.97330971,112.6322463,-1.2090489,1.7109003
1045,22,25.0,6,52,78,18504,-1.6,27.73300888,112.6424639,-1.2037011,1.558043
1046,22,25.0,8,22,33,18661,-1.6,28.92252616,112.6364375,-1.2455765,2.2723746
1047,22,25.0,8,22,48,18662,-1.6,28.59283857,112.6504581,-1.2403883999999998,2.0917595
1048,22,25.0,8,22,63,18663,-1.6,28.33448203,112.6501859,-1.2364845,1.9209166
1049,22,25.0,8,22,78,18664,-1.6,28.12022262,112.643669,-1.2333341,1.7556697
1050,22,25.0,8,37,33,18665,-1.6,28.78741432,112.6024661,-1.2373268999999998,1.753754
1051,22,25.0,8,37,48,18666,-1.6,28.44613411,112.63357,-1.2307414,1.5514098
1052,22,25.0,8,37,63,18667,-1.6,28.17907205,112.6460564,-1.2257314,1.3642316
1053,22,25.0,8,37,78,18668,-1.6,27.95780074,112.64975420000002,-1.2216566,1.1863126
1054,22,25.0,8,52,33,18669,-1.6,28.63552558,112.5706571,-1.2249782,1.2122025
1055,22,25.0,8,52,48,18670,-1.6,28.28063282,112.612585,-1.2166754,0.9895398
1056,22,25.0,8,52,63,18671,-1.6,28.00324935,112.6331847,-1.2103144,0.7876521
1057,22,25.0,8,52,78,18672,-1.6,27.77370903,112.6433951,-1.2051155,0.5987296
1058,22,37.5,2,22,33,18181,-1.6,29.42447478,111.388655,-1.2569743999999998,2.795185
1059,22,37.5,2,22,48,18182,-1.6,29.16796003,111.4210817,-1.2519904,2.7691188
1060,22,37.5,2,22,63,18183,-1.6,28.96212403,111.434247,-1.2482335,2.7469934
1061,22,37.5,2,22,78,18184,-1.6,28.78805374,111.4383131,-1.2451952,2.7275423
1062,22,37.5,2,37,33,18185,-1.6,29.31839696,111.3347635,-1.2519015,2.5684586
1063,22,37.5,2,37,48,18186,-1.6,29.05164683,111.3840273,-1.2457942,2.5358041
1064,22,37.5,2,37,63,18187,-1.6,28.83818126,111.4098084,-1.2411272,2.508405
1065,22,37.5,2,37,78,18188,-1.6,28.65773571,111.423998,-1.2373132,2.4844984
1066,22,37.5,2,52,33,18189,-1.6,29.2016094,111.2900623,-1.2433326999999998,2.307115
1067,22,37.5,2,52,48,18190,-1.6,28.92318959,111.3499513,-1.2358203,2.2666444
1068,22,37.5,2,52,63,18191,-1.6,28.70035692,111.3837251,-1.2300221000000002,2.2329915
1069,22,37.5,2,52,78,18192,-1.6,28.51236135,111.40434679999998,-1.2252487,2.2038048
1070,22,37.5,4,22,33,18349,-1.6,29.73308946,111.393528,-1.2593097,3.126761
1071,22,37.5,4,22,48,18350,-1.6,29.488499600000004,111.4259235,-1.2543986,3.0434442
1072,22,37.5,4,22,63,18351,-1.6,29.29331675,111.4390665,-1.2507071,2.965561
1073,22,37.5,4,22,78,18352,-1.6,29.1290284,111.4431149,-1.2477292,2.8909131
1074,22,37.5,4,37,33,18353,-1.6,29.62848411,111.3396837,-1.2547012,2.819745
1075,22,37.5,4,37,48,18354,-1.6,29.37416952,111.3888993,-1.2487648999999998,2.721151
1076,22,37.5,4,37,63,18355,-1.6,29.17147368,111.4146463,-1.2442489,2.6307473
1077,22,37.5,4,37,78,18356,-1.6,29.00110736,111.4288098,-1.2405726,2.5453706
1078,22,37.5,4,52,33,18357,-1.6,29.51358081,111.2950314,-1.2466872,2.4903703
1079,22,37.5,4,52,48,18358,-1.6,29.24780408,111.354867,-1.2394623,2.3757051
1080,22,37.5,4,52,63,18359,-1.6,29.03629911,111.38860259999998,-1.2339165,2.2723827
1081,22,37.5,4,52,78,18360,-1.6,28.85865448,111.4091949,-1.2293721000000002,2.1761199
1082,22,37.5,6,22,33,18517,-1.6,30.22322951,111.3947626,-1.2609447,2.5419921000000003
1083,22,37.5,6,22,48,18518,-1.6,29.99826258,111.42714440000002,-1.256167,2.4273395
1084,22,37.5,6,22,63,18519,-1.6,29.82084856,111.4402768,-1.2525928,2.3176426
1085,22,37.5,6,22,78,18520,-1.6,29.6730733,111.4443163,-1.2497215,2.2107972
1086,22,37.5,6,37,33,18521,-1.6,30.1200703,111.3409323,-1.2571001,2.1375788
1087,22,37.5,6,37,48,18522,-1.6,29.88596804,111.390133,-1.2514584,2.0068982
1088,22,37.5,6,37,63,18523,-1.6,29.70146814,111.4158693,-1.2472003,1.884826
1089,22,37.5,6,37,78,18524,-1.6,29.54792985,111.4300241,-1.2437575,1.7680173
1090,22,37.5,6,52,33,18525,-1.6,30.00703493,111.296293,-1.2500062,1.7163504
1091,22,37.5,6,52,48,18526,-1.6,29.76197345,111.3561127,-1.2432678,1.5695089
1092,22,37.5,6,52,63,18527,-1.6,29.56926429,111.3898369,-1.2381464,1.4352482
1093,22,37.5,6,52,78,18528,-1.6,29.40889901,111.41042009999998,-1.2339853,1.3088332
1094,22,37.5,8,22,33,18685,-1.6,30.19729728,111.3951489,-1.2616746,1.4929028999999998
1095,22,37.5,8,22,48,18686,-1.6,29.98682068,111.4275255,-1.2569438,1.3488093
1096,22,37.5,8,22,63,18687,-1.6,29.8222667,111.4406538,-1.2534136,1.2100734
1097,22,37.5,8,22,78,18688,-1.6,29.68618461,111.4446899,-1.250584,1.0745985
1098,22,37.5,8,37,33,18689,-1.6,30.09639762,111.3413236,-1.2579891,1.0135610000000002
1099,22,37.5,8,37,48,18690,-1.6,29.8771502,111.3905188,-1.2524533000000002,0.8547943000000001
1100,22,37.5,8,37,63,18691,-1.6,29.7059614,111.416251,-1.2482933,0.7055544
1101,22,37.5,8,37,78,18692,-1.6,29.56449617,111.43040259999998,-1.2449429,0.5623285
1102,22,37.5,8,52,33,18693,-1.6,29.9859988,111.2966894,-1.251086,0.5239041
1103,22,37.5,8,52,48,18694,-1.6,29.75645351,111.3565029,-1.2445239,0.35072040000000004
1104,22,37.5,8,52,63,18695,-1.6,29.57751264,111.3902228,-1.2395653999999998,0.1914418
1105,22,37.5,8,52,78,18696,-1.6,29.42966213,111.4108027,-1.235557,0.0410136
1106,22,50.0,2,22,33,18205,-1.6,30.02373901,109.7812178,-1.2745788999999998,3.2376053
1107,22,50.0,2,22,48,18206,-1.6,29.83152245,109.8379458,-1.2697739,3.2180726
1108,22,50.0,2,22,63,18207,-1.6,29.67635115,109.8688904,-1.2661673,3.2013222000000003
1109,22,50.0,2,22,78,18208,-1.6,29.54454366,109.8869808,-1.2632606000000002,3.1865119
1110,22,50.0,2,37,33,18209,-1.6,29.93689991,109.7013649,-1.2718403,2.9876199
1111,22,50.0,2,37,48,18210,-1.6,29.73646609,109.7745552,-1.2662109,2.961216
1112,22,50.0,2,37,63,18211,-1.6,29.57485619,109.8178956,-1.2619345,2.9389623
1113,22,50.0,2,37,78,18212,-1.6,29.437710600000006,109.8459673,-1.2584558,2.9195002
1114,22,50.0,2,52,33,18213,-1.6,29.84366547,109.6399136,-1.2660415,2.7082512000000003
1115,22,50.0,2,52,48,18214,-1.6,29.63348368,109.7234357,-1.2593584999999998,2.6738518
1116,22,50.0,2,52,63,18215,-1.6,29.46427341,109.7745894,-1.2542321,2.6451974
1117,22,50.0,2,52,78,18216,-1.6,29.3208465,109.80897240000002,-1.2500313,2.6203285
1118,22,50.0,4,22,33,18373,-1.6,30.42254168,109.7846315,-1.2773932,2.8736359
1119,22,50.0,4,22,48,18374,-1.6,30.24301923,109.84135259999998,-1.2726594,2.8008207
1120,22,50.0,4,22,63,18375,-1.6,30.09929781,109.8722925,-1.2691172,2.7312617
1121,22,50.0,4,22,78,18376,-1.6,29.97806038,109.89037890000002,-1.26627,2.6636807
1122,22,50.0,4,37,33,18377,-1.6,30.33722237,109.7048046,-1.2751284,2.5635625
1123,22,50.0,4,37,48,18378,-1.6,30.14990319,109.7779652,-1.2696703,2.4777968
1124,22,50.0,4,37,63,18379,-1.6,30.00010325,109.8212854,-1.2655458,2.3978042
1125,22,50.0,4,37,78,18380,-1.6,29.87384578,109.8493418,-1.2622056,2.3214163
1126,22,50.0,4,52,33,18381,-1.6,30.24595561,109.6433942,-1.2698973999999998,2.23786
1127,22,50.0,4,52,48,18382,-1.6,30.04931036,109.7268796,-1.2635056,2.1383891
1128,22,50.0,4,52,63,18383,-1.6,29.89242537,109.7780077,-1.2586355,2.0475337
1129,22,50.0,4,52,78,18384,-1.6,29.76026094,109.8123711,-1.2546674999999998,1.9621071
1130,22,50.0,6,22,33,18541,-1.6,31.06823379,109.7853376,-1.2792621000000002,1.8886717
1131,22,50.0,6,22,48,18542,-1.6,30.90975025,109.8420522,-1.2746601999999998,1.7934759999999998
1132,22,50.0,6,22,63,18543,-1.6,30.78531008,109.8729865,-1.2712343000000002,1.7007159
1133,22,50.0,6,22,78,18544,-1.6,30.68203873,109.8910679,-1.2684928,1.6094198
1134,22,50.0,6,37,33,18545,-1.6,30.98451241,109.7055164,-1.2777668,1.5092981
1135,22,50.0,6,37,48,18546,-1.6,30.81896063,109.7786692,-1.2726030000000002,1.4020368
1136,22,50.0,6,37,63,18547,-1.6,30.68914206,109.8219836,-1.2687365,1.3002328
1137,22,50.0,6,37,78,18548,-1.6,30.58117737,109.8500354,-1.2656301,1.201858
1138,22,50.0,6,52,33,18549,-1.6,30.89533268,109.64411509999998,-1.273467,1.1205858
1139,22,50.0,6,52,48,18550,-1.6,30.72130331,109.7275912,-1.2675648000000002,1.0008577
1140,22,50.0,6,52,63,18551,-1.6,30.58476536,109.7787126,-1.2631226,0.8898752000000001
1141,22,50.0,6,52,78,18552,-1.6,30.47166749,109.8130708,-1.2595416,0.7844361999999999
1142,22,50.0,8,22,33,18709,-1.6,31.01320552,109.7854148,-1.2801327,0.5527601
1143,22,50.0,8,22,48,18710,-1.6,30.87040109,109.8421285,-1.2755773,0.4377583
1144,22,50.0,8,22,63,18711,-1.6,30.75956876,109.8730617,-1.2721952,0.3251778
1145,22,50.0,8,22,78,18712,-1.6,30.66885852,109.891142,-1.2694953000000002,0.2141937
1146,22,50.0,8,37,33,18713,-1.6,30.93192151,109.70559409999998,-1.2787989,0.1215606
1147,22,50.0,8,37,48,18714,-1.6,30.78238008,109.77874540000002,-1.2737413999999998,-0.0039018
1148,22,50.0,8,37,63,18715,-1.6,30.66662437,109.8220588,-1.2699737,-0.12366589999999998
1149,22,50.0,8,37,78,18716,-1.6,30.57200644,109.8501096,-1.2669606000000002,-0.23970970000000005
1150,22,50.0,8,52,33,18717,-1.6,30.84564512,109.6441953,-1.2746932,-0.3138711
1151,22,50.0,8,52,48,18718,-1.6,30.68825859,109.7276692,-1.2689695,-0.450049
1152,22,50.0,8,52,63,18719,-1.6,30.56663075,109.7787892,-1.2646925,-0.5770394
1153,22,50.0,8,52,78,18720,-1.6,30.46721977,109.8131463,-1.2612668,-0.6980770000000001
1154,22,62.5,2,22,33,18229,-1.6,30.43117641,107.8952155,-1.2958366,3.35698
1155,22,62.5,2,22,48,18230,-1.6,30.28033525,107.9809895,-1.2910823,3.3433117
1156,22,62.5,2,22,63,18231,-1.6,30.15800194,108.0331759,-1.2875244,3.3313494
1157,22,62.5,2,22,78,18232,-1.6,30.05373985,108.0680413,-1.2846635,3.3206489
1158,22,62.5,2,37,33,18233,-1.6,30.35691151,107.7846279,-1.2945533,3.0912636000000004
1159,22,62.5,2,37,48,18234,-1.6,30.19914447,107.8863241,-1.2891558,3.0708428
1160,22,62.5,2,37,63,18235,-1.6,30.07139891,107.9506543,-1.285074,3.0534695
1161,22,62.5,2,37,78,18236,-1.6,29.96266537,107.9953602,-1.2817649,3.0381933
1162,22,62.5,2,52,33,18237,-1.6,30.2790377,107.7034092,-1.2904559,2.8012057
1163,22,62.5,2,52,48,18238,-1.6,30.11315866,107.8150237,-1.2842195,2.7730308
1164,22,62.5,2,52,63,18239,-1.6,29.97903825,107.8869091,-1.2794597,2.7494461
1165,22,62.5,2,52,78,18240,-1.6,29.86494548,107.9377491,-1.2755741000000005,2.7289201000000003
1166,22,62.5,4,22,33,18397,-1.6,30.92161015,107.8977608,-1.299146,2.4587244
1167,22,62.5,4,22,48,18398,-1.6,30.7840044,107.9835465,-1.2944614,2.3946119
1168,22,62.5,4,22,63,18399,-1.6,30.67366927,108.0357362,-1.2909668,2.3321801
1169,22,62.5,4,22,78,18400,-1.6,30.58058171,108.0706083,-1.2881648,2.2708168
1170,22,62.5,4,37,33,18401,-1.6,30.84889845,107.787184,-1.2983469,2.1538412
1171,22,62.5,4,37,48,18402,-1.6,30.70469463,107.8888633,-1.293121,2.078779
1172,22,62.5,4,37,63,18403,-1.6,30.5895043,107.953183,-1.2891916,2.0076562
1173,22,62.5,4,37,78,18404,-1.6,30.49229122,107.9978814,-1.286022,1.9390539
1174,22,62.5,4,52,33,18405,-1.6,30.77307568,107.706002,-1.2948298,1.8383476000000003
